"","activity","subject","total_acc_x_mean","total_acc_x_sdv","total_acc_y_mean","total_acc_y_sdv","total_acc_z_mean","total_acc_z_sdv","body_acc_x_mean","body_acc_x_sdv","body_acc_y_mean","body_acc_y_sdv","body_acc_z_mean","body_acc_z_sdv","body_gyro_x_mean","body_gyro_x_sdv","body_gyro_y_mean","body_gyro_y_sdv","body_gyro_z_mean","body_gyro_z_sdv"
"1","Walking",1,0.997061180921053,0.233861527742345,-0.263882523646155,0.191816890451813,-0.0733891163883255,0.134023290420627,-5.04911990559208e-05,0.234133338780874,-0.000128854135947368,0.192116753389082,-0.000938320109560033,0.136100278562349,-0.014599858215148,0.460148204398441,0.00217139307711349,0.725724933538022,-0.00061430490753125,0.319697711403702
"2","Walking",2,0.981170597153072,0.188328319595238,-0.328878587927701,0.158733275151833,0.0786663049567929,0.105553809812103,-0.000236823526445975,0.188678607759782,-0.0007640919728125,0.159223036474717,0.000927358610169756,0.106385882218855,-0.0261456554122987,0.383504266451495,0.0117845148574828,0.355332679945745,-0.00154868120596663,0.25345015970436
"3","Walking",3,0.997605530253233,0.208855638345089,-0.243620709883459,0.160044261487548,-0.142689099779429,0.111990607320487,-0.000413872830590652,0.209240438011909,-2.02621447764008e-05,0.160619943966853,-0.00144266983757813,0.113191908681054,0.00209813659221444,0.374518140311476,-0.00161440306505657,0.33593479222256,-0.00220595817404903,0.255575367320821
"4","Walking",4,1.01767012106771,0.182891567054605,-0.0664847311506146,0.158497239559965,0.11900994170319,0.0763835890691704,0.000207368155971354,0.183094461715684,0.00120543976572526,0.159097393646937,-0.00102254446784505,0.0774329765857893,-0.00425263819567708,0.436304469595107,0.000744455540416667,0.258157629819505,-0.00255156665798958,0.165557090664548
"5","Walking",5,1.02361758344029,0.230449981783372,-0.0823350773042439,0.184960360849111,-0.00290405617793527,0.0993089207683185,5.49378844977676e-05,0.230767906881349,-7.70382653041294e-05,0.185674260562418,0.000186927531498326,0.10067355651463,-0.0218822389265346,0.445046647545727,0.00240460003061942,0.381231375757818,-0.00211967320304129,0.332076740416909
"6","Walking",6,1.01452100722314,0.229696723480138,-0.196241246037771,0.199902269141489,0.0264318847108882,0.0908701410740415,0.00125361086125,0.229975084719683,0.000127318237214912,0.200615970686676,-0.000659203091705044,0.0921667689559645,0.00223314137040214,0.48410806808272,-4.82396223917217e-05,0.513604389795093,-0.00108519217804276,0.300875593158522
"7","Walking upstairs",1,0.962941935097288,0.210133677853263,-0.347215722982459,0.171065484037623,-0.0759891528358196,0.172738396075077,-0.00455728508969634,0.211075716737085,-0.00357455272079452,0.172166978248995,0.00363560725781545,0.179359824376013,0.0806764951158314,0.398028599008249,-0.041460951730513,0.770670697587944,-0.0123806836501887,0.240820734434467
"8","Walking upstairs",2,0.888648334407552,0.226144867715474,-0.399876286108333,0.188107185987623,-0.212631736700791,0.160406577528359,-0.00626711601526693,0.227428597731043,-0.00224174608150846,0.191017624067003,-0.0146031169508174,0.16269940599083,-0.0309573604757487,0.490001601715019,0.0190761039483724,0.410568810200016,-0.007743288215625,0.406984635848773
"9","Walking upstairs",3,0.95710298628178,0.223791894945592,-0.372323638454714,0.171696008995111,-0.166233946183615,0.112637361322145,-0.0034530665892214,0.224586664007498,-0.00801077242356991,0.174549769913918,-0.000580482469830508,0.116367360336316,0.103003805232336,0.475384049890987,-0.0293182022684719,0.321428565807872,-0.02866763644067,0.248006907273706
"10","Walking upstairs",4,1.00353952916166,0.258730544473538,-0.222379972014313,0.158525222228117,0.0752361516597686,0.111814167246818,-0.00138054912814002,0.259738018657437,-0.00778496399770733,0.161170726140763,-0.00195291145792818,0.115938777844976,0.0691595651582091,0.476784496942272,-0.0052408352585637,0.345586194162997,-0.000866329750922476,0.311686921524456
"11","Walking upstairs",5,0.996363551230053,0.310796968035221,-0.255623305961074,0.201296762664771,-0.028050900172624,0.122936859300435,-0.00187869311153923,0.311465544250243,-0.00807163455256981,0.204170694227251,0.000276225530490359,0.127304258375926,0.0693004434081749,0.486440689658547,-0.0193492855700133,0.430435901725321,-0.0194246224910971,0.357859979490017
"12","Walking upstairs",6,0.979916172717525,0.309444930548065,-0.327547300657816,0.202989587985425,-0.0282167908499571,0.116590341685965,-0.0019261144401348,0.31003232073523,-0.0052998792535386,0.204897345913136,-0.00455037321912377,0.11928702862402,-0.0506039534477022,0.592129352309138,0.0101320629135386,0.525777925989033,-0.00881170021187194,0.397346952033257
"13","Walking downstairs",1,0.997136499202806,0.335222988334404,-0.244431799830995,0.166002821400445,-0.0663263184201658,0.138533330819824,0.00239312484429209,0.336079889792081,0.00378679923166454,0.167107738240112,0.000244930193343431,0.141422318310637,-0.0076353937466199,0.473650027519683,-0.00749376960210459,0.670805656547777,0.00166069456162309,0.426010424400372
"14","Walking downstairs",2,0.945216230834442,0.340525652499106,-0.310210784831449,0.216260901216394,-0.0514648999197763,0.162304987785511,8.15666749335119e-06,0.341385987338924,-0.00289702140073138,0.217471386768029,-0.00280964498676695,0.164368852531311,-0.0910397032603723,0.593160810128313,0.031386088491999,0.449272731386614,0.00479812537430186,0.351097151337718
"15","Walking downstairs",3,1.00288336409598,0.306916938375243,-0.211648083832015,0.165618896885268,-0.108696300631404,0.113682250594221,0.00305982842274872,0.307668643333323,-0.0011629786873023,0.166900276896801,-0.00258729414628584,0.117718719997164,-0.107155483487921,0.644656735321296,0.0272718476380166,0.34898905646207,0.0165944493262564,0.272226309778443
"16","Walking downstairs",4,1.00645038331597,0.329112731427594,-0.0401034840629549,0.133360766413826,0.141126709542694,0.0951198784989858,0.000492442967631945,0.329958141194942,0.00384790223680556,0.135220244133688,0.000505458824418403,0.0966875520268981,-0.0775202392881701,0.550094617120377,0.00177744337545139,0.232084546764709,-0.0119804035823299,0.245027392765201
"17","Walking downstairs",5,1.01555522849069,0.414897792128317,-0.0380953557705402,0.186450214865952,0.0184175191433178,0.121754863810194,0.00329073173105053,0.415684561073082,0.00453025937907247,0.188068384822887,0.00263866356910572,0.124255581128416,-0.0418930660643118,0.471371736989542,0.00160677536985372,0.454328972835928,-0.00251249345378989,0.376057277704631
"18","Walking downstairs",6,0.992269862272135,0.450162374033069,-0.196979003445431,0.233010648771825,-0.00818824529071615,0.123796777845772,-0.000109326533723959,0.450980540849663,-0.00125814180607747,0.234090249902881,0.000362807785319011,0.125278349547586,-0.0705534005924528,0.699822020080527,0.0181325248358073,0.622669658281746,0.00029585718042806,0.440837872141772
"19","Sitting",1,0.920397420977394,0.00646400176746432,0.230512473086769,0.00762917750910514,0.322026273969415,0.00854657876357304,-0.00336698807718783,0.0088169456999404,0.00830296874545219,0.0149526077204382,0.00124322219354089,0.0138905489270345,-0.0182292707113541,0.0215434646598802,-0.0079394077457631,0.0276759264377177,-0.0103572343574678,0.030553897435541
"20","Sitting",2,1.00072676413043,0.00364126414634849,-0.0866806083192255,0.0071245124028211,0.189468410155231,0.00702011215490257,-0.000100652413850713,0.00570006599370221,0.000760627952901495,0.0101547066930396,-0.000300818998898777,0.0102503102228301,-0.0183536569299141,0.0141148265038151,0.0065063506496678,0.0181485853726156,-0.0199630489963625,0.0216553942595138
"21","Sitting",3,0.968779063626803,0.00938033784252548,0.152350318292488,0.0182465814187383,0.134381290148437,0.01857692866117,-0.00419954746515084,0.0108374794691943,0.0071518143813936,0.0262275146747725,0.00328679500347386,0.0254857388640847,-0.0112021383501723,0.0317985432119848,-0.000407067605547776,0.0442258869068616,0.00339847371174669,0.0378227915221471
"22","Sitting",4,0.94924790875,0.00618203882867003,0.23464342302567,0.0141956565373136,0.10349738955,0.0116428210405499,-0.00124420927322266,0.00781594562106075,0.00523206258104813,0.0204865807505306,0.000803732618706563,0.0152183364955828,-0.0224510501899384,0.0277083407852219,-0.00681333953868094,0.0338044839281327,0.00655809741564375,0.0370681579341728
"23","Sitting",5,0.957774516335227,0.00703599785068387,0.19008484661021,0.0116326136954717,0.134935048800579,0.0138186234502949,-0.000799927948313565,0.00760960277535887,0.00379606698153494,0.0180759774580501,-7.68573316132813e-05,0.0163168287488637,-0.0150170975953089,0.0311099815182064,-0.00415780967778871,0.0402379281591003,-0.00174351690017862,0.0309354380003696
"24","Sitting",6,0.995865136292614,0.00737927303276637,0.0875683546110511,0.0122203073669606,0.0621952512698182,0.0138482892365127,-0.000164303442534574,0.00786305550790667,0.00133593051146449,0.0147709320784024,-0.000601249092201847,0.0163703558210735,-0.00986933461181477,0.038823424022311,-0.0070292750622625,0.0447805245263672,-0.000397531556147728,0.0313986152203685
"25","Standing",1,1.00285410551297,0.00240779994949359,-0.254059246948703,0.00454784762390517,0.00697522471600118,0.00470244282802395,0.000276532436453538,0.00279620777116816,0.000524808830951651,0.00631350409967788,-0.000757860253643455,0.00666297501787722,0.0038027338948237,0.0128522266389872,0.00674630111015065,0.0114006198961243,-0.00510396859477624,0.0115637624739882
"26","Standing",2,0.970098432566551,0.00469182515035936,-0.352213310112847,0.0075230827390029,0.122773797442708,0.00848131413342389,6.91830141262442e-05,0.00555398629324167,-0.000672778292970197,0.00902714663922681,0.000792520785668692,0.0120642036221216,0.00393201028634795,0.0252118750798988,-0.0034766182422254,0.0238727618319271,0.000664936673678241,0.0192087405353638
"27","Standing",3,0.99748475908043,0.0113600586587806,-0.281830209503074,0.0173010525390164,0.0210195001860451,0.0133558914311219,0.000509173695485272,0.0122240271263694,0.00146889766758248,0.0199355988291742,0.00220862876287923,0.0189560668725099,0.00310670472657787,0.0883771289893086,0.00714678968143955,0.057290164184632,-0.00876620069872387,0.0446256040225644
"28","Standing",4,1.01254772522321,0.00655793475705235,-0.0537375759124581,0.0167422906366435,0.162499902231585,0.0148038141996081,0.000602576299563616,0.00891715495301658,0.00401202160235073,0.0253768567076598,0.00401368576647573,0.0215706226188622,-0.00306316049434152,0.080343278364273,0.00565024138079074,0.0408786066128404,-0.00476632015512165,0.0457726925076486
"29","Standing",5,1.01579150722656,0.00942574004018893,-0.0152903085198521,0.017535927047142,0.13274609976423,0.0193816562906353,0.0010239383253571,0.0116231932223628,0.00531539694492441,0.024037118240809,0.00202714877355748,0.026525710060173,-0.00474039744339171,0.0797274011075646,0.0105432355825085,0.0527357318714246,-0.00762946506118192,0.0469945603352777
"30","Standing",6,1.00469519339364,0.00658024402761023,-0.212422030978618,0.0130753228971912,0.00687761351623903,0.0135913004002548,0.000570943425822643,0.00734541220500848,-0.000516896070582538,0.0151448681070083,-0.00127682976054825,0.0163891893324104,-0.000595121130686678,0.0473628974468419,0.00693360656300164,0.0460386202366227,-0.0042459084296546,0.0274762152480981
"31","Laying",1,0.148162573229063,0.018890489881379,0.710454980704781,0.0254179155859209,0.430974251735484,0.0272580495080411,-0.0115358889115141,0.0247932385018487,-0.0122609074114397,0.0296083056112129,-0.00161731865601312,0.0343065220791623,0.0114704403783495,0.111817844454636,0.00444869266497344,0.0394522230181932,0.0275984349941828,0.0466008544566952
"32","Laying",2,-0.0240110246144531,0.0057837440970888,0.769108206608073,0.00411191445115856,0.630486895328776,0.00497193177537168,0.000782620459907878,0.0098467393932228,-0.000535310148371875,0.00510277494154364,0.00035083131030599,0.00586136617818346,0.00948662885829163,0.0119088920333111,-0.0169135999761123,0.0155671989615223,0.0259136753102604,0.0214119134308631
"33","Laying",3,0.164311857283266,0.00629753215935452,0.853079137071573,0.00692185637651388,0.477050918220766,0.00827128234334369,-0.000424302075489919,0.00701450518248103,-0.000953314750890121,0.00821526860829795,0.00231474892565257,0.00955562439676781,0.00707281137663609,0.0238646286818087,0.00112362553571447,0.0194092939919658,0.0228672015564589,0.0198629384223414
"34","Laying",4,0.0353230278877633,0.00716388228582846,0.933186772265625,0.00898748158224059,0.329320376856192,0.00842137146289777,-0.00288854068113092,0.016301167906698,0.00111981931737066,0.0116905445540906,-0.000786379090290509,0.00973972723719199,0.0190214931005991,0.0251214912678451,-0.0084309319287338,0.0317826221694184,0.0369065337980098,0.020556240524842
"35","Laying",5,-0.00604921518210246,0.00593672818679426,0.971130498046875,0.00572390626202134,0.253687903320312,0.00701954233007637,0.000156324978158323,0.0124865593790527,-0.000611612398061599,0.00697879090865075,0.000122237646045373,0.00867955199228754,0.0059626190485652,0.0195515587886843,-0.00249746454457151,0.019290855822536,0.0325576263695337,0.0212776860063386
"36","Laying",6,-0.00738397814703673,0.0111399024286477,0.97705482709704,0.0107560994396621,0.159108685249959,0.0128977635733617,-0.00595969921535033,0.0228461115012518,0.0036113954618687,0.0146064748680222,-0.00819638475029276,0.0164748407146287,0.0203323996502719,0.0405558583990869,-0.0148446252517996,0.0451595286368331,0.0410587608178561,0.0316598276058993
